id_micro,f_2,f_3,"M1,1","M1,2","M1,3","M1,4","M1,5","M1,6","M2,2","M2,3","M2,4","M2,5","M2,6","M3,3","M3,4","M3,5","M3,6","M4,4","M4,5","M4,6","M5,5","M5,6","M6,6",last_sigma
52_100_1e-05_50_4_6,0.079619,0.12321,0.0001216261304407,4.67524706384217e-05,0.0001189777326049,4.4891023983779e-05,4.44470080048968e-05,0.0001086343332774,-3.15234632930798e-08,6.49188555703628e-08,9.62487229226008e-08,3.3475603385386e-05,1.59573869896983e-07,2.90144020160355e-07,3.87425408573256e-07,1.56936541657585e-07,3.41110166849304e-05,7.26743751652177e-07,7.46856580901246e-07,2.90971367542634e-07,2.84898813141719e-07,-4.16088382195529e-08,3.52018785115215e-05,-0.0025627621181028
53_100_1e-05_50_4_6,0.034735,0.102491,0.0001255963718059,4.98544033390513e-05,0.0001218025352895,4.85215104797411e-05,4.84947931118475e-05,0.0001159830986659,-4.33814498809394e-07,-5.10255026688483e-07,-2.51162289276551e-07,3.58869697029939e-05,4.34124185133009e-07,1.83493847257008e-07,2.1682714651491e-07,3.56665735248136e-07,3.59359643601346e-05,1.3135872142968e-07,2.8194401496785e-07,3.76428252334333e-07,1.7468809388131e-07,-4.43768531651455e-07,3.68258691694174e-05,-0.0027757705129471
54_100_1e-05_50_4_6,0.072906,0.109989,0.000125613775829,5.01793718829909e-05,0.0001229397624801,4.7775172640576e-05,4.7153808798873e-05,0.0001140337078869,1.81252496618387e-07,-3.57340837317562e-07,-6.38291964991889e-07,3.48575557554139e-05,-1.10001208922771e-08,1.4967560794832e-07,5.82750943388611e-08,-1.55283475471942e-07,3.55205056553138e-05,2.89908710650465e-08,7.24483818732044e-08,-1.15109132322816e-07,1.57683845874167e-07,2.80918655666901e-07,3.73695781956171e-05,-0.0028529786601666
55_100_1e-05_50_4_6,0.077601,0.111858,0.0001249743000422,4.87672986095978e-05,0.0001212908130947,4.75158397301323e-05,4.71946813862025e-05,0.0001143196557909,-6.01124619404877e-08,-6.78350074681133e-07,-3.67612140109599e-07,3.52096978344707e-05,-8.89785465478862e-09,-1.29284486642475e-07,3.02244328985971e-08,-6.38446824822732e-08,3.55489389928461e-05,7.4286765812611e-08,2.00176994179779e-07,-7.8463813852998e-08,-1.28118871196518e-07,-2.13084557264207e-08,3.62139851712562e-05,-0.0028303887294376
56_100_1e-05_50_4_6,0.074054,0.056836,0.0001400864937214,5.74555996904626e-05,0.0001396602906031,5.6049133933053e-05,5.63410069627468e-05,0.0001337313125153,-7.15870017989131e-08,-1.0760220844274e-07,-6.65829603495501e-08,3.99844413119461e-05,4.14292301745902e-07,1.21733258860731e-07,2.50637687491267e-07,-1.02272485962587e-08,3.97029980244852e-05,-1.40362268277474e-07,-1.78950678370939e-07,-3.43474637849876e-08,5.8552674226662e-08,-5.72632441409716e-08,4.06979599435454e-05,-0.0030285162816434
57_100_1e-05_50_4_6,0.089478,0.10733,0.0001256714211261,4.97384461866215e-05,0.0001243529116125,4.72215238106037e-05,4.71032732893702e-05,0.0001135135734988,-1.65560031405079e-07,-4.98142453408035e-07,-4.45200514201605e-07,3.50920551212605e-05,1.68799278574427e-07,2.32949625116068e-07,-1.4204907876487e-07,2.39766805549065e-07,3.54092221779907e-05,4.60868720883293e-07,4.99936103288264e-07,2.76162875763252e-07,2.53754067137343e-07,-1.59350833552422e-08,3.71527914619103e-05,-0.0027442133703906
58_100_1e-05_50_4_6,0.063824,0.116304,0.0001225053486068,4.89106714980829e-05,0.0001200288677962,4.65390215669396e-05,4.70050028578786e-05,0.0001134225354901,5.01745686612888e-07,5.40587756224898e-07,2.46431967271213e-07,3.50078905821019e-05,9.94504968053133e-08,-1.18972450983449e-08,-1.77297798660146e-07,-3.98646006294404e-07,3.46103120130043e-05,-1.76447538734793e-07,-3.56621472518405e-07,-4.05747838632542e-07,2.768031430899e-08,5.00084976205049e-07,3.65143010530989e-05,-0.0026141978210307
59_100_1e-05_50_4_6,0.090761,0.117321,0.000123359239561,4.86356684562113e-05,0.000120787757904,4.56907947402428e-05,4.51996689648482e-05,0.0001100311398426,1.84805580404936e-07,3.18324810869592e-07,5.05272509770691e-07,3.40460221808241e-05,-5.53576927669414e-07,-2.97559203890907e-07,-5.90983497319731e-07,-5.97985526095675e-08,3.45111969002759e-05,-4.42770666028976e-07,-5.56519076094442e-07,-1.18843085220613e-07,-2.19399120431969e-07,1.09698466245183e-07,3.67601252651236e-05,-0.0026969941969132
60_100_1e-05_50_4_6,0.031916,0.121901,0.0001219043656757,4.67483456041948e-05,0.000116563283836,4.53540501802946e-05,4.38776965519289e-05,0.0001114464394876,-2.13425161750095e-07,-4.69861783272777e-07,-1.11430837781138e-06,3.22233592146959e-05,1.61956932516697e-08,6.33021821497973e-08,1.08054429783987e-08,-2.9081886885066e-08,3.38833501548868e-05,2.8504469898243e-07,2.25817535575373e-07,7.75330928841346e-08,1.38381942760103e-07,-4.09843293751076e-08,3.51395478283292e-05,-0.0026826025050538
61_100_1e-05_50_4_6,0.086174,0.151262,0.0001132148556582,4.38762302762943e-05,0.0001118511372315,4.17893056534111e-05,4.16090963014501e-05,0.0001005136478645,2.37161662671204e-08,-3.9159660955658e-07,-3.8772331003604e-07,3.22403647342824e-05,2.23923192076971e-07,-3.24342000603257e-07,2.26812868759031e-08,-4.05077658172851e-07,3.24221017875332e-05,-4.23047492133134e-07,-4.63217022741779e-07,-4.71972189764282e-07,-2.93547494416636e-07,1.12115992010107e-07,3.37908946081091e-05,-0.0023058213616131
62_100_1e-05_50_4_6,0.061883,0.126176,0.0001178014904608,4.62757726570753e-05,0.0001203763490148,4.50656148508016e-05,4.54653141110079e-05,0.0001096951280477,-2.81342110958364e-07,-7.16069284078513e-07,-1.2895801829714e-08,3.4152618371535e-05,1.08177197976891e-06,8.52803115806177e-07,1.28930876961208e-06,-9.0832992742426e-08,3.38104598301984e-05,-1.86833937626589e-07,-1.14297481508442e-07,-1.47247929808669e-07,7.05498991033911e-07,-2.76218776492113e-07,3.45394102816102e-05,-0.0023852752222697
63_100_1e-05_50_4_6,0.057001,0.083846,0.0001312377032009,5.32768811777676e-05,0.0001306868974945,5.19700140700368e-05,5.15447467059791e-05,0.0001255321580453,-1.25024254817237e-07,-2.33686710050985e-07,-4.77579182212214e-07,3.71007018556255e-05,-2.38010786657098e-07,-1.23638651547533e-07,-2.27630594875137e-07,-2.39998596280025e-08,3.75418809477419e-05,-2.22408757738782e-07,-4.24980769110248e-07,-5.73276418524523e-08,-6.18264907529784e-08,-5.64146509882104e-08,3.86360292777339e-05,-0.0028019082887451
64_100_1e-05_50_4_6,0.040116,0.075764,0.0001329610464867,5.35603098493965e-05,0.0001320246961508,5.14129098178986e-05,5.09284228977565e-05,0.0001231942315348,-7.39544433467537e-08,2.7163953992709002e-11,1.35206417817555e-07,3.68034345314356e-05,-9.86372797819297e-08,-1.20106232557648e-07,-2.2308547014615e-07,5.40942464765661e-08,3.73977732418654e-05,1.47534378528723e-07,1.42575381777159e-07,7.66140845696544e-08,-9.38768348085445e-08,-6.84918484387317e-08,3.90167111360108e-05,-0.0029673312622914
65_100_1e-05_50_4_6,0.069735,0.128841,0.0001175631544994,4.70441503151565e-05,0.0001180226351161,4.56646778545198e-05,4.50634148161393e-05,0.0001100076723809,-2.03015183708612e-08,3.97437437303238e-07,3.45303673734941e-07,3.37136169122463e-05,-1.36706016727435e-07,-1.58485494956201e-07,-1.7983620614979e-07,1.18743738861061e-07,3.44764978388998e-05,4.04610407615486e-07,3.59252007997645e-07,1.19451852198425e-07,-1.12047006132276e-07,-4.63760496242366e-08,3.54571098540155e-05,-0.0025352012338764
66_100_1e-05_50_4_6,0.07041,0.091873,0.0001311261608021,5.13036835016724e-05,0.0001252300661957,5.04615543987014e-05,4.9668518683518e-05,0.0001202021726065,-5.69164557144746e-07,-7.07329553532925e-07,-6.09827076237326e-07,3.63863033516545e-05,1.41259739220672e-07,2.65548661936537e-07,3.55036121044276e-07,3.3916107731185e-08,3.71638934404897e-05,-1.49517581367304e-07,-3.39344181137118e-07,6.10738342339291e-09,2.22649460345028e-07,-5.21284812666736e-07,3.76162802465577e-05,-0.0029408449353181
67_100_1e-05_50_4_6,0.065316,0.13141,0.000116533199646,4.59295971495102e-05,0.0001180080198206,4.53536116225632e-05,4.39362018916327e-05,0.0001086968706562,3.61032008441772e-08,-2.10701623438448e-07,-2.89706872212717e-07,3.29916285127799e-05,8.56242614880133e-07,5.73864076586187e-07,9.09994139484357e-07,9.30100720685751e-08,3.4492567338615e-05,2.82887627836099e-08,-1.01674125824539e-07,9.88884080781411e-08,4.73011302692467e-07,4.1540914084969e-08,3.46031859981273e-05,-0.0024383948610694
68_100_1e-05_50_4_6,0.080268,0.106774,0.0001244268233175,4.96063347077273e-05,0.0001244866910861,4.69137854610962e-05,4.80384265089497e-05,0.0001150327461368,-1.97375136514489e-07,-8.48585734109766e-07,-5.50849906580701e-07,3.58636512469039e-05,-3.67739390353977e-08,1.44548243279014e-08,3.58811836774264e-07,-4.17120134099551e-08,3.47589714550848e-05,-2.95292425113671e-07,-5.02910621830409e-07,-1.33904776177408e-07,-7.901600712705691e-09,-1.19259885875977e-07,3.69901616176349e-05,-0.0025674227347705
69_100_1e-05_50_4_6,0.066645,0.105213,0.0001239836504742,4.85252824513453e-05,0.0001212834339342,4.82425089484495e-05,4.81797548233723e-05,0.0001196015464337,2.5755888464005e-07,-3.86957545580437e-07,3.87648973988593e-07,3.57088181253202e-05,1.15519599498085e-07,-1.84433396433526e-07,1.0794490792332e-07,-2.4913087528481e-07,3.56501807504866e-05,1.39709489486256e-07,-3.16843219301024e-08,-2.35872939359004e-07,-1.51787114472422e-07,2.24260477867228e-07,3.60239647937718e-05,-0.0024877656351974
70_100_1e-05_50_4_6,0.073602,0.088861,0.0001308481853288,5.25352070698089e-05,0.0001291796719478,5.15013936404399e-05,5.0992052984842e-05,0.0001229265048527,1.07456357697605e-07,2.10836187066048e-07,-3.81349044500739e-07,3.70099636552747e-05,4.93329488158761e-07,4.72012245617742e-07,7.0242686040361e-07,-2.22997958425585e-07,3.76128095400439e-05,-1.51358677526299e-07,-1.3101787168162e-08,-2.19695657466282e-07,3.46287493050092e-07,8.74256048234287e-08,3.82098826451722e-05,-0.0028766413989311
71_100_1e-05_50_4_6,0.068901,0.108956,0.0001252845804065,4.98254852086972e-05,0.0001231313473246,4.80059387881408e-05,4.72597543689466e-05,0.0001136843141005,3.39618814216254e-07,8.90825843325095e-08,7.72754325290509e-07,3.50290287630328e-05,5.28147144427607e-07,1.52107062381744e-07,4.62751804354959e-07,1.3248086825171e-07,3.56428836942404e-05,-2.47777316713214e-07,-1.78218019258493e-07,7.72573967096364e-08,8.36436241837405e-08,2.05084625591875e-07,3.70106988828706e-05,-0.0027560211925447
72_100_1e-05_50_4_6,0.048367,0.109566,0.0001234632809473,4.94467846769074e-05,0.0001229279982843,4.78299087544851e-05,4.73757378121054e-05,0.0001134781047931,-1.11975832380338e-07,-2.45870167907131e-07,-6.81789691455374e-07,3.51191629807272e-05,-5.33636304545993e-07,-4.44275377893053e-07,-3.73632666415309e-07,-1.83100283357197e-07,3.56699652458799e-05,1.0502620553415e-07,9.95358585370787e-08,-2.25454005365468e-07,-4.05569113883394e-07,-5.84193032527232e-08,3.66697849610796e-05,-0.0026813637330405
73_100_1e-05_50_4_6,0.039826,0.099234,0.0001283124472257,5.05241083413551e-05,0.0001238997910451,4.83972108619362e-05,4.83327001067641e-05,0.0001152505238822,5.47301254222733e-07,6.11749898405983e-07,9.19547800120768e-07,3.55905173643258e-05,-1.28898378688862e-07,-6.99022997659713e-08,-6.15470046339343e-07,2.20255059464556e-08,3.5640272021518e-05,4.34387554664971e-07,4.24558709678088e-07,9.46607590633184e-08,5.90927018021614e-08,4.43548810455627e-07,3.73581642894237e-05,-0.0027519884075038
74_100_1e-05_50_4_6,0.045009,0.105123,0.0001251040971766,4.9720654079059e-05,0.000123018943686,4.84795241942035e-05,4.75318563820655e-05,0.0001145589939587,-1.29993813468844e-07,-4.21980905557558e-07,-5.19458322313631e-07,3.50631690282162e-05,-4.98563315846941e-07,-3.37192483512893e-07,-2.70251140209697e-07,-1.25321994554167e-07,3.60265371426197e-05,4.86557149678857e-07,6.22509934319495e-07,-1.3712101345587e-07,-3.06754185285601e-07,-8.91847183088978e-08,3.68877454544975e-05,-0.0027767114047421
75_100_1e-05_50_4_6,0.090696,0.106013,0.0001278814458413,5.1041973352921e-05,0.0001251644234102,4.79416100608183e-05,4.7366065608791e-05,0.0001154433264911,-1.22498634453818e-07,-9.28972871634473e-08,-3.24772197337547e-08,3.48257500626386e-05,4.22469314017243e-07,2.03425148104782e-07,8.17343096170671e-07,-1.25267743403076e-07,3.55241108739145e-05,3.02493825884403e-08,1.59330288912252e-07,-5.82801792120744e-08,1.06623670835475e-07,-1.49323603219716e-07,3.80403051068778e-05,-0.0028978029996322
76_100_1e-05_50_4_6,0.066981,0.052519,0.0001400219162344,5.75533777044698e-05,0.0001383460369918,5.71261181036873e-05,5.66039437792577e-05,0.0001365561081677,1.29075471313938e-08,3.68408691075969e-07,1.01889741028031e-07,4.00233736164333e-05,4.89248422958873e-07,2.02532549270514e-07,7.34869953391434e-07,-1.39466938662614e-07,4.05175238718524e-05,-5.10458232994841e-07,-6.78934380239669e-07,-2.28373509652577e-07,1.43632833331525e-07,-3.54321235847236e-08,4.08169747033272e-05,-0.0031142295897116
77_100_1e-05_50_4_6,0.087253,0.089231,0.0001332921449304,5.27788267342174e-05,0.0001292657668183,4.92904534570225e-05,4.90416452741999e-05,0.0001169963504045,3.15810273331262e-07,6.17575872129509e-07,2.16142074624372e-07,3.60360209020126e-05,1.7907774186013e-07,5.92457129197514e-08,-2.14639835701422e-07,5.53838416030244e-08,3.63382798588512e-05,-1.58393310474928e-08,-1.31346580986051e-07,5.10803251175379e-08,2.98596738306647e-08,2.89938926735606e-07,3.89953389632434e-05,-0.0030452065075346
78_100_1e-05_50_4_6,0.046911,0.115244,0.0001224980880345,4.78484039906318e-05,0.0001182842750277,4.69741412446399e-05,4.65599107873343e-05,0.0001131568900744,-1.71666739746023e-07,-4.8401730552877e-07,1.11742080282067e-07,3.47196185259592e-05,5.73927549509155e-07,2.60569642531614e-07,5.07560421354648e-07,-3.3698187581971e-07,3.52104957080553e-05,-3.1480420499194e-07,-4.35755283704737e-07,-3.81716186697362e-07,2.27548304876913e-07,-2.27093108177306e-07,3.57425239137379e-05,-0.0027071743739249
79_100_1e-05_50_4_6,0.065902,0.112473,0.0001226643089287,4.87766755334786e-05,0.0001218947186656,4.67689241420484e-05,4.63467578792465e-05,0.0001136399130401,-4.84450564753031e-08,-2.38327174999789e-07,3.14774153513783e-07,3.43713992562189e-05,5.45150564798301e-07,2.46994127374645e-07,6.34518720440394e-07,2.50912942906303e-07,3.48340633604229e-05,4.01604863938821e-07,4.82528764155492e-07,2.2863182890702e-07,1.7559350723433e-07,-8.75788599683192e-08,3.65248986358592e-05,-0.0025891911217122
80_100_1e-05_50_4_6,0.064621,0.096952,0.0001290975698958,5.12668328503808e-05,0.0001249956807754,5.00450279565153e-05,4.98294673740257e-05,0.0001202494191828,1.02753083771412e-07,-5.69402520745094e-08,-7.89448099848102e-08,3.65570912064332e-05,-5.68385511430865e-07,-2.87081397382264e-07,-2.80104473092163e-07,2.78504124595951e-07,3.66671915442053e-05,3.27447136862618e-07,4.12355279454779e-07,3.09880413603449e-07,-2.20873031414721e-07,6.37334952138266e-08,3.75732513627633e-05,-0.0028058706363806
81_100_1e-05_50_4_6,0.059921,0.124612,0.0001199806692673,4.65778395709837e-05,0.0001158128531559,4.5252655471899e-05,4.41106503925229e-05,0.0001098270434163,-9.19959846205632e-08,-6.23682165692575e-07,-3.75606641237393e-07,3.3214662670705e-05,9.05160662972055e-09,-3.643229040392e-07,-3.80650378341432e-07,5.27647431847825e-08,3.41601946386629e-05,-5.4147671382748904e-09,1.62869283488652e-07,2.16863968676612e-08,-3.75634416112774e-07,-6.33233072040066e-08,3.52875913271033e-05,-0.0026145391345277
82_100_1e-05_50_4_6,0.090882,0.088228,0.0001284649745893,5.15701212230873e-05,0.0001306818936441,5.07333671852033e-05,5.1847307564569e-05,0.0001278436628369,-9.09202444606249e-08,-3.10167468019704e-07,-5.72256242076579e-07,3.77464952953003e-05,-1.62446743770928e-07,5.8920480937222306e-09,-2.39680382857177e-07,8.28630886592566e-08,3.65382785168926e-05,-3.04230639787365e-07,-4.29047507128062e-07,1.42793506629112e-08,1.56473843883048e-08,2.49345855375479e-08,3.72557821964903e-05,-0.0024090214809171
83_100_1e-05_50_4_6,0.090791,0.095334,0.0001293038809225,5.20080582226128e-05,0.000129701161452,4.90898377554333e-05,4.9169665978193e-05,0.0001175523073755,1.63935580343885e-07,1.09841264595095e-07,-2.08571271583743e-07,3.61121802247011e-05,2.57616663067334e-07,2.9144153470071e-08,1.48343245534805e-07,1.15923596491058e-07,3.62266005870735e-05,2.79497206914587e-07,3.58147776945777e-07,1.93868792037303e-07,-3.13063913450099e-08,1.88365683891893e-07,3.83886654310013e-05,-0.0028395925789311
84_100_1e-05_50_4_6,0.095702,0.082917,0.0001323215050444,5.30519731844539e-05,0.0001323443140062,5.18239418168179e-05,5.16422458716123e-05,0.0001259457430527,4.89213722269983e-08,-3.46331595585637e-08,1.35263743813674e-08,3.71838289644184e-05,5.91266474154334e-07,2.45632879859793e-07,6.54265236423285e-07,-8.27853190147104e-09,3.76530014603346e-05,2.65864629583624e-08,-1.65060515273101e-07,-2.60240459273146e-08,1.35296297988416e-07,3.30128304704377e-08,3.85351035308693e-05,-0.0028571621417422
85_100_1e-05_50_4_6,0.070409,0.10993,0.0001232082070625,4.81540796232798e-05,0.0001192908651703,4.7750506283349e-05,4.72277446953652e-05,0.0001175520956558,1.01630998505001e-08,-1.9222717790302e-07,-6.80837824221573e-07,3.51655467315088e-05,2.91647352456584e-07,1.80347597906638e-07,8.66487457438685e-08,3.43250643406484e-08,3.57189466179129e-05,-9.75491923324592e-08,-3.83683701537037e-08,-1.89275504339277e-08,1.80061945578452e-07,9.184884649559731e-09,3.59635756396433e-05,-0.002631316502127
86_100_1e-05_50_4_6,0.06831,0.128063,0.0001196882540717,4.70266699589217e-05,0.0001184798184833,4.38969730133177e-05,4.42680271017602e-05,0.0001062763847074,5.18008066095171e-07,1.17731167378493e-06,5.65311446603609e-07,3.3446868916124e-05,1.04937451788953e-06,8.73020989844821e-08,8.66778784673003e-07,5.20539775283333e-08,3.31376601605643e-05,-2.85099298396183e-08,-1.47276582765872e-07,3.66251804520991e-08,-4.58928282014769e-08,4.86373554563867e-07,3.56548197882632e-05,-0.0025288422310702
87_100_1e-05_50_4_6,0.057356,0.075359,0.0001341799918422,5.4057274434916e-05,0.0001312942696908,5.26716514577409e-05,5.19708857859796e-05,0.0001242089754217,7.20342454831586e-08,3.03911445745532e-07,2.04560171276693e-07,3.7810252457608e-05,-5.25089889595887e-07,-3.08541156443316e-07,-5.76178497797972e-07,3.12920631028277e-07,3.83658579775878e-05,1.50502106918697e-07,1.71199740315625e-07,3.17535901796701e-07,-2.19776928107048e-07,1.37324121272371e-08,3.92055832951151e-05,-0.002978226922734
88_100_1e-05_50_4_6,0.060499,0.07551,0.0001337968745361,5.3794182771527e-05,0.0001322901856722,5.22772436894993e-05,5.23823150022474e-05,0.0001254843834796,-1.81788638879395e-08,-2.56566378987931e-07,-1.39907416618015e-08,3.80095749808139e-05,-5.02202517897442e-07,-3.33079840720503e-07,-5.41722151330673e-07,-5.847804193290941e-09,3.79034900511204e-05,-4.4687557357269e-08,3.1378075926716e-08,-2.07290742720732e-08,-2.65521064679353e-07,2.21781878415113e-08,3.88197784122514e-05,-0.0027746978006036
89_100_1e-05_50_4_6,0.09716,0.104284,0.0001268668383951,5.03235594749467e-05,0.0001262820260957,4.79169762641827e-05,4.71962330012028e-05,0.000114976509128,-1.21568212243482e-07,-6.77619037623755e-08,-6.78682164742209e-07,3.4969105116839e-05,-6.12071374002979e-07,-5.20250967950286e-07,-5.54254275874057e-07,-6.734683472312391e-09,3.5737951167727e-05,-2.43050462226993e-08,1.00549652551325e-07,-3.72995013571259e-08,-4.35749112290719e-07,-5.58994231081998e-08,3.7440258453928e-05,-0.0027844905468002
90_100_1e-05_50_4_6,0.096076,0.131244,0.0001186737629978,4.47770353012033e-05,0.0001118641626053,4.48158113617416e-05,4.30591029683793e-05,0.0001117882147108,6.39563379523957e-08,2.37331108502715e-07,2.83617757669448e-07,3.27182739177969e-05,-6.55390124111751e-08,2.0888208431126e-07,3.60122851201146e-07,7.69071701447804e-08,3.41860367063117e-05,1.32971820687848e-07,-9.08029160636392e-08,2.43380665602002e-08,9.24882445612695e-08,1.55327448350702e-08,3.42542500060321e-05,-0.002431107410769
91_100_1e-05_50_4_6,0.072195,0.114524,0.0001237190847298,4.78597815627263e-05,0.0001212602978702,4.4341287220105e-05,4.44214883031846e-05,0.0001071523189248,1.32661733349907e-07,4.65568374366441e-07,-2.82458734550641e-07,3.36315252196866e-05,-1.9002690517865e-07,-1.87755883617984e-08,1.32590241274609e-07,1.56941727824465e-08,3.34968317471318e-05,5.42454344839291e-08,1.06969130934504e-07,8.02902887560968e-08,1.32010421311659e-08,1.55462280098687e-07,3.62669885836066e-05,-0.0027912911903134
92_100_1e-05_50_4_6,0.061256,0.129015,0.0001188653397823,4.7199619291599e-05,0.0001181761785892,4.4976394239352e-05,4.48046717591793e-05,0.0001096448718087,-1.04620703909952e-07,9.34594962943313e-08,-3.1769450801562e-08,3.342475959648e-05,-5.05389532412993e-07,-2.63877362955254e-07,-6.02548421518505e-07,3.76735637548467e-07,3.37559459097465e-05,1.92203855039302e-07,-2.93341569204627e-08,3.32462166371132e-07,-2.62047991556161e-07,-1.39762310083483e-07,3.54659557091826e-05,-0.0023867866990711
93_100_1e-05_50_4_6,0.079801,0.11456,0.0001230608947336,4.79361985452339e-05,0.0001179256597924,4.70728256603076e-05,4.54982530840289e-05,0.0001143551496395,1.01500368819467e-07,2.89423123388745e-07,4.66620518054285e-07,3.39686145771808e-05,3.03427004880938e-07,2.10826444948359e-07,2.9854812479216e-07,-4.14921978225662e-07,3.56412598877284e-05,-2.85612128165807e-07,-3.4183213771516e-07,-3.91694464033877e-07,2.12920379788377e-07,-1.67291448362317e-08,3.60813706786395e-05,-0.0027750610191872
94_100_1e-05_50_4_6,0.047174,0.109677,0.0001241112799589,4.88799709660124e-05,0.0001224524757498,4.61584704490034e-05,4.65438275979941e-05,0.0001114036779299,-4.20875927577838e-07,-4.94675252744197e-07,-7.36269704040249e-07,3.46901902706312e-05,7.53027900894996e-08,1.76287287804944e-07,1.62651371368014e-07,-1.35851453670994e-08,3.45162318223978e-05,2.46287760132412e-07,3.84248368831673e-07,3.832988666211e-08,9.15190871240517e-08,-3.63944280176353e-07,3.65464899942975e-05,-0.0027144060345478
95_100_1e-05_50_4_6,0.064988,0.122265,0.0001228977799969,4.68768100492967e-05,0.0001153278103102,4.65866847976384e-05,4.44255824593513e-05,0.000113579771942,-9.0565716897712e-08,1.93264979874708e-07,6.47319908957495e-10,3.28591427361767e-05,4.4984906949419205e-09,1.21428541767566e-07,1.46188813966761e-07,1.45844656143069e-07,3.49607155379174e-05,-1.80855837774149e-07,-1.64272189768286e-07,6.28164452038974e-08,1.44529144709518e-07,-1.77599921653442e-07,3.52349123664067e-05,-0.002817766699314
96_100_1e-05_50_4_6,0.063064,0.124497,0.0001214922449046,4.76408930391413e-05,0.0001194445567409,4.56356087679413e-05,4.50379993208996e-05,0.0001087613754825,-1.57720070435905e-07,-3.87891760755053e-07,-5.10723125172612e-07,3.36143119270895e-05,3.37378385911777e-08,9.73682991358302e-08,9.73518550456034e-08,-2.21115614634773e-07,3.43867503393801e-05,-4.4084514221577e-08,3.88817714871825e-08,-2.20554492393206e-07,6.77517889524118e-08,7.84939969771034e-10,3.5606776354604e-05,-0.0026081017367654
97_100_1e-05_50_4_6,0.081058,0.112203,0.0001238350967012,4.91979596488532e-05,0.0001208129683233,4.73620086542816e-05,4.74702952041887e-05,0.0001148713115741,6.472633937704e-08,1.36568071202068e-07,3.41542723027466e-07,3.54668902633696e-05,4.89931960908382e-07,4.32481140279732e-07,5.29369995845751e-07,-3.481867986831e-07,3.53984088649727e-05,-8.47566298435084e-07,-7.68171744457703e-07,-5.00442670670348e-07,3.28563996769516e-07,-5.14253765664248e-09,3.68041230099411e-05,-0.0026575619925254
98_100_1e-05_50_4_6,0.083102,0.122179,0.0001226590906463,4.76720484659543e-05,0.0001175723654128,4.73024392945453e-05,4.60263128893518e-05,0.0001152609548335,-2.02185791758853e-07,-4.30758248977069e-07,-5.08577363910359e-07,3.39625117404811e-05,1.66989997490531e-07,-3.24137868992164e-08,1.66273265735541e-07,5.56272129817398e-07,3.52461824364064e-05,7.21912817025926e-07,5.71400025120883e-07,4.74900528701083e-07,-8.25392198658982e-08,-7.5104811757637e-08,3.5546486565889e-05,-0.002796857423169
99_100_1e-05_50_4_6,0.069403,0.122595,0.0001216270342644,4.70673012631898e-05,0.0001162108612492,4.64845691818055e-05,4.57546987081446e-05,0.0001126996859716,-4.03544674840769e-07,4.00419327629277e-07,-1.62380715894246e-07,3.4147753203569e-05,2.1930651666101e-07,-2.89158522614045e-08,6.26780639608532e-07,-2.82682711230769e-07,3.48896576602729e-05,-5.51363147949057e-07,-5.70156801866577e-07,-3.05934957300847e-07,-8.64242540137129e-08,-4.07550494601661e-07,3.53906884334397e-05,-0.0027596082067386
100_100_1e-05_50_4_6,0.070632,0.079732,0.000132504949435,5.37164329414897e-05,0.0001319663991862,5.25033898323994e-05,5.26225553979769e-05,0.0001261352275807,-1.34690445706162e-07,2.71691657032461e-07,4.74694257651346e-08,3.80814484692573e-05,5.171600420863961e-09,-2.4467948137177e-09,2.53550778504842e-07,9.10125108182189e-08,3.7971337195644e-05,7.35051829518686e-08,-1.21914210423193e-07,8.04416494302124e-08,-3.86551821300742e-09,-1.62725008876815e-07,3.88180720527484e-05,-0.0029044695653341
101_100_1e-05_50_4_6,0.078022,0.130457,0.0001191740326316,4.69036753062867e-05,0.000117882946335,4.43331166233605e-05,4.46401554598555e-05,0.0001065537729539,5.77238525071281e-08,5.56727311163414e-07,9.62129370387395e-07,3.36353687369639e-05,-8.88735169967293e-08,-4.2655015123952e-08,-2.27482845369877e-07,-1.39033440282248e-07,3.36647154392924e-05,1.72934712706214e-07,2.04099034862519e-07,-1.00570303549791e-07,1.75965499136564e-08,-5.68732670503439e-08,3.55322385633158e-05,-0.0026173304388817
102_100_1e-05_50_4_6,0.073036,0.105319,0.0001258979114342,5.01286351841521e-05,0.0001256568370583,4.77049797827469e-05,4.81891733187244e-05,0.000114913995515,1.72003738280095e-07,7.51528034621783e-07,2.38800330199486e-07,3.57169904228737e-05,1.15126705592774e-07,1.43869999451224e-07,2.76435394173895e-07,7.35369681634465e-10,3.5187045758953e-05,1.61526933863078e-07,2.40100145970865e-07,4.37181245908475e-08,1.35079482975678e-07,1.78994821405289e-07,3.71455253545575e-05,-0.0024975762298077
103_100_1e-05_50_4_6,0.058889,0.128982,0.0001175260240079,4.63010126353607e-05,0.0001187641795285,4.52328275717263e-05,4.60189375605459e-05,0.0001111701471614,-4.60617128600463e-07,-9.45719921514365e-07,-7.77299625765109e-07,3.44266650348128e-05,6.0126145586442e-08,3.26387346874389e-07,7.02885777093978e-07,-3.79649722390593e-08,3.38043183998753e-05,1.92184153383996e-08,8.10223016041271e-09,-4.16981924516264e-08,2.152077013655e-07,-3.68636365627568e-07,3.44081934803494e-05,-0.0023962336250511
