id_micro,f_2,f_3,"M1,1","M1,2","M1,3","M1,4","M1,5","M1,6","M2,2","M2,3","M2,4","M2,5","M2,6","M3,3","M3,4","M3,5","M3,6","M4,4","M4,5","M4,6","M5,5","M5,6","M6,6",last_sigma
29_100_1e-05_50_4_6,0.057226,0.101897,0.0001259732253109,4.92373443199866e-05,0.0001203764491505,4.82013837739412e-05,4.79850827774131e-05,0.0001166831279031,2.64882069140681e-08,1.47283663060641e-07,1.96312437165088e-07,3.57066361155843e-05,1.15862440522015e-07,1.87613292057523e-08,4.39357512027371e-07,-1.26422072593825e-07,3.59179396933972e-05,-1.97542964711154e-07,-3.20082126596361e-08,-1.56221202248759e-07,-8.58210770677917e-08,6.41736259409201e-08,3.6721110581337e-05,-0.0026851871109715
30_100_1e-05_50_4_6,0.07199,0.130576,0.000114056527686,4.56600634454885e-05,0.0001146213731847,4.44405487145022e-05,4.43097652004932e-05,0.0001121898346416,-1.44939120227129e-07,-6.86301884252327e-07,-3.12645420369224e-07,3.33671097194724e-05,-5.9803694248122e-07,-5.44032975545721e-07,-7.55976465693173e-07,4.9850501070931e-07,3.36205010410194e-05,7.9103546570643e-07,5.22953843468539e-07,4.44312861712453e-07,-4.23523752925158e-07,-1.34663920713391e-07,3.48942019037306e-05,-0.0022705397150582
31_100_1e-05_50_4_6,0.070712,0.107144,0.0001244507668156,4.87209351650737e-05,0.0001215821825407,4.69289711432491e-05,4.70949411552001e-05,0.0001143911451864,-2.24921009059635e-07,-5.52163837652501e-07,-2.56205072876739e-07,3.52128320881439e-05,4.85982503924963e-07,3.28880919243966e-07,2.88378363385405e-07,-1.91229761055472e-07,3.50425444355855e-05,2.80610309700773e-07,1.80487689235216e-07,-1.94472742028307e-07,2.82514253241593e-07,-1.72172833382351e-07,3.63916359197559e-05,-0.0026075862049858
32_100_1e-05_50_4_6,0.074384,0.101125,0.0001253096222498,5.00103159359361e-05,0.000124696591325,4.89360712150653e-05,4.85806661718732e-05,0.0001200932063577,-1.949188035365e-07,-5.69268561685818e-07,-2.41773878620878e-07,3.56757341562619e-05,6.31493872194518e-07,2.63586851829756e-07,5.97662292009592e-07,1.86857879154175e-07,3.61569760306035e-05,-1.77885817064635e-07,-2.31045780059398e-07,1.23817180008324e-07,2.15337614852611e-07,-7.98372065065548e-08,3.69452092570669e-05,-0.0025443534038997
33_100_1e-05_50_4_6,0.085785,0.085704,0.0001333220552568,5.33514059664015e-05,0.0001317419572866,4.92140004532004e-05,4.92230834711455e-05,0.0001175539227392,1.43706460969146e-07,-5.19421992170889e-07,2.67186427757806e-08,3.60452937912459e-05,-3.42240327241534e-07,-7.73369710215399e-08,-4.16821667835607e-07,1.02534695918577e-08,3.59844952028982e-05,-1.39503167081317e-07,-1.59144455128667e-07,1.8620986062294e-08,-1.45720593262791e-08,1.94835711240315e-07,3.94068704379534e-05,-0.0028898892824572
34_100_1e-05_50_4_6,0.076843,0.067606,0.0001371510532944,5.5258508948587e-05,0.0001331911191522,5.49638054510332e-05,5.38929737978932e-05,0.0001307672455414,-9.22660657850301e-08,-4.22058146227308e-08,-2.19177375744e-07,3.85493337418559e-05,2.13280651946584e-07,-3.77234351584002e-08,5.06220470980717e-07,-6.78268394682012e-08,3.95403175807468e-05,1.44991059593634e-07,3.13541695752863e-07,-2.8841193026135e-08,-1.08231651158347e-07,-7.94611416786425e-08,3.97012307785509e-05,-0.0031725677059058
35_100_1e-05_50_4_6,0.055724,0.107463,0.0001248594240805,4.91180963563717e-05,0.0001220638201586,4.76475948836402e-05,4.7603319532308e-05,0.0001162759483239,-5.12467144132839e-08,-1.8530416940833e-07,-7.20986083185056e-07,3.52015981695288e-05,4.52727754095262e-07,1.60022936742723e-07,4.17096454991898e-07,1.19833677381466e-07,3.50701199206072e-05,3.33118552679787e-07,2.84994221622569e-07,1.29072054989068e-07,1.00118718359233e-07,1.64455571685024e-08,3.64576068926871e-05,-0.0025764109054416
36_100_1e-05_50_4_6,0.091401,0.106195,0.0001232527725924,4.82507288849498e-05,0.0001225241031276,4.78759974125244e-05,4.65378283859448e-05,0.0001188384038155,-4.72529497892627e-07,-6.85176163471561e-07,-6.88070895232418e-07,3.42307466469008e-05,9.23244345168935e-07,6.92880928314664e-07,1.22377170497866e-06,1.27151508433713e-07,3.60548672717297e-05,2.37130668255481e-07,1.65271664669175e-07,1.70596274176377e-07,6.26432827597035e-07,-2.87635583630692e-07,3.60827268620592e-05,-0.0027622341987289
37_100_1e-05_50_4_6,0.083114,0.121345,0.000120422356318,4.73511149643137e-05,0.0001196552985775,4.54012666176743e-05,4.53972561842135e-05,0.0001109526593222,-4.13312457647703e-08,-3.50025145903445e-07,-3.99686136434508e-07,3.42422677783746e-05,-2.39849624240784e-08,-2.72235947811026e-07,-1.54232163723051e-07,2.26295546111883e-07,3.43295367710591e-05,1.69433662054169e-07,4.8618307937574505e-09,1.42224248905553e-07,-2.21757843408848e-07,1.88373674523501e-08,3.57575230394069e-05,-0.0024007976962911
38_100_1e-05_50_4_6,0.078842,0.082866,0.000131491937424,5.36717647288631e-05,0.0001313392163818,5.1543972890793e-05,5.1865471886186e-05,0.00012476193477,-1.25460684371207e-07,1.82892409145102e-07,3.49748757115269e-07,3.7677793790482e-05,-7.41468022222058e-07,-3.1809625882608e-07,-7.04712908353837e-07,-2.51781499966553e-07,3.73707501945708e-05,-4.49930503042967e-07,-3.63017977558631e-07,-3.05895630892402e-07,-1.59882326497196e-07,-1.74661248466975e-07,3.91413334435048e-05,-0.002866896116822
39_100_1e-05_50_4_6,0.08432,0.11388,0.0001253636889902,4.85370700031867e-05,0.0001200848042732,4.78458139959406e-05,4.65687579245564e-05,0.0001125413815688,-1.25364952437564e-07,-3.06259601598801e-07,-2.72235015670218e-07,3.4885429522006e-05,7.4140088730936e-07,8.04994465058244e-07,1.04262345746899e-06,-5.11898206756883e-08,3.60798682781658e-05,-3.88838037510616e-07,-3.81259158032496e-07,-2.07809304241305e-08,7.72069551074203e-07,-9.10995718186898e-08,3.61954591788282e-05,-0.0027559229038944
40_100_1e-05_50_4_6,0.069628,0.092443,0.0001284804888211,5.15680322907793e-05,0.0001284418010757,4.97468942404257e-05,4.92569244224206e-05,0.0001207279584727,-2.6152802518746e-07,-1.40597159416457e-07,-3.66865304145167e-07,3.5986090753631e-05,3.16541638267801e-07,4.61021127879322e-07,5.16202041494006e-07,-2.07703194921003e-07,3.6634440014914e-05,-1.29446770511393e-07,-2.56193693384435e-07,-2.2987327487539e-07,3.69935093100158e-07,-1.66852477807772e-07,3.79085113258329e-05,-0.0026433460789878
41_100_1e-05_50_4_6,0.077458,0.10541,0.0001253451290714,4.96975434268974e-05,0.0001230169892276,4.77482061142271e-05,4.78617725543798e-05,0.0001161358357972,-3.84032705610451e-08,-1.2880237174436e-08,4.37749269012434e-07,3.56346917768025e-05,4.31093095745264e-07,-1.8200301235597e-08,4.82069241715353e-07,8.07863761953465e-08,3.54894976751952e-05,-2.41747252642402e-07,-1.37985304804457e-07,4.79665060227484e-08,-5.8981485638515e-08,-5.59037801868949e-08,3.70509743445286e-05,-0.0025107053569427
42_100_1e-05_50_4_6,0.073472,0.121026,0.0001221420493656,4.76138986297654e-05,0.0001197600430401,4.51719505273756e-05,4.3844989092106e-05,0.0001097221092295,-1.0818467046086e-07,3.60627212122073e-09,1.17987851258876e-07,3.23971819634797e-05,-7.31401883323738e-07,-2.77825101828938e-07,-2.69800716269453e-07,-1.7001693481556e-07,3.40733293852542e-05,-3.10315390350306e-08,8.02973483525512e-08,-1.68791879517469e-07,-1.94898742395687e-07,-1.45350219252241e-07,3.60791642313988e-05,-0.0026411175875159
43_100_1e-05_50_4_6,0.072921,0.134178,0.0001179160007599,4.64282280802882e-05,0.0001167199221314,4.39983685146932e-05,4.41025829087353e-05,0.0001067524065468,-3.42101807922542e-08,2.56530586104459e-07,3.4442868720691e-07,3.33845441515884e-05,1.86952239011899e-07,-3.34765855054434e-08,1.05283594431767e-07,1.2550561840022e-07,3.33279580991751e-05,-3.24904664122817e-07,-3.38709805857383e-07,7.31030812665991e-08,-7.76587666580525e-08,-9.63977621874925e-08,3.51085723491941e-05,-0.0024038248678614
44_100_1e-05_50_4_6,0.057607,0.139137,0.000114567536797,4.4535176390457e-05,0.0001150855503533,4.28553788820302e-05,4.3110449412203e-05,0.000106672556759,1.85688573231625e-07,9.35597238302624e-07,6.28174209908087e-07,3.27003362474892e-05,5.97575576562826e-07,4.57199220014945e-07,1.18035734999708e-06,3.55858640362874e-07,3.25050978053562e-05,4.23980406187284e-07,2.5504101331638e-07,3.52150179288501e-07,3.38517976424155e-07,1.8915056627247e-07,3.36804926780621e-05,-0.0022706443348967
45_100_1e-05_50_4_6,0.077203,0.109983,0.0001234536267653,4.89774478202442e-05,0.0001220217344985,4.84110550140895e-05,4.75007187294445e-05,0.0001155891903494,1.93379688244097e-07,6.04325743824278e-07,3.71497773188028e-07,3.52963584674799e-05,-1.35088100209266e-08,-2.56038309670906e-07,7.98907069036875e-08,1.12171877740889e-07,3.62874843839661e-05,3.31106160693916e-07,7.11515666727544e-08,1.21515150865463e-07,-3.03202014189306e-07,1.43051845635918e-07,3.64388330635475e-05,-0.0027623628396852
46_100_1e-05_50_4_6,0.080497,0.112476,0.0001231564215669,4.92924850805328e-05,0.0001234656510588,4.69836711014298e-05,4.72007290141834e-05,0.0001142953616552,2.20425872952076e-07,2.04593345021389e-07,2.32027241083213e-07,3.51318462806367e-05,2.48626601038302e-07,5.9631484084475e-08,2.23178643759038e-07,-1.37057196138064e-07,3.50313959468465e-05,-1.6573298121217e-07,-1.04256140199128e-07,-9.60180475940624e-08,6.144404331521741e-09,1.64554970304764e-07,3.67364255026166e-05,-0.002756193731426
47_100_1e-05_50_4_6,0.091488,0.119738,0.0001221373921168,4.85321884034326e-05,0.0001200428032002,4.70501664329791e-05,4.71685848993669e-05,0.0001122172522735,-5.06699062944965e-07,-3.07271639475284e-07,-2.04024550627025e-07,3.53885891035163e-05,1.52659576025353e-07,-1.91666065737173e-07,-2.00962890124191e-08,9.81349080049976e-08,3.54197727933021e-05,3.68849716097238e-07,4.56986778944103e-07,8.99947669541873e-08,-1.64026612151122e-07,-4.99214723994365e-07,3.63680757845044e-05,-0.002777532561233
48_100_1e-05_50_4_6,0.075942,0.089923,0.00013038789212,5.20556337934009e-05,0.0001279069589771,5.15463543579451e-05,5.03410290084186e-05,0.0001221405179259,6.54166861403093e-08,2.34740281754456e-07,-8.731205651279e-08,3.68048391495308e-05,-4.89649314065011e-07,-5.99529210417172e-07,-7.62899729437155e-07,6.38437180952034e-08,3.77742374252541e-05,-2.21869399054413e-07,-2.71809155539298e-07,4.01598585719032e-08,-5.03958795133191e-07,7.61353442382771e-08,3.80019504329721e-05,-0.0028684096716726
49_100_1e-05_50_4_6,0.084954,0.099757,0.0001290072426279,5.12736249134326e-05,0.0001273710748552,4.73419140871189e-05,4.7143512070413e-05,0.000113088388879,-1.47649862544889e-08,4.7922097598112e-07,-4.80578805473252e-07,3.47812686267181e-05,3.13119743084296e-07,2.94022039277152e-07,4.3331896857434e-07,-3.10612147946361e-07,3.52213266718574e-05,-1.49467769688825e-07,-1.21736268227022e-07,-2.60835552835672e-07,2.55129004975498e-07,1.13247595445718e-07,3.83593819228572e-05,-0.002956178498919
50_100_1e-05_50_4_6,0.082832,0.11253,0.0001238457023597,4.85700240264578e-05,0.0001207370124386,4.76182429396703e-05,4.69811327909981e-05,0.0001171256348118,-9.39667990562898e-08,-2.68839454861585e-07,3.56777088209286e-08,3.46308460173676e-05,1.17213645990408e-07,-6.813144486677331e-09,-3.62429050804399e-07,-4.40896303033275e-07,3.54031625184493e-05,-4.41060835970544e-07,2.20049125562692e-08,-4.09850047993825e-07,1.43908385970061e-07,-6.48715483975265e-08,3.62273630133211e-05,-0.0026081225834553
51_100_1e-05_50_4_6,0.055119,0.098157,0.0001271518298559,5.04937399963299e-05,0.0001241233763913,4.88017314978933e-05,4.84670163537916e-05,0.0001167529090847,1.44694140003252e-07,8.64989816406509e-08,5.56345214436976e-08,3.59060352709445e-05,5.54840194907122e-07,4.29785163441714e-07,6.64578982910616e-07,-9.65283247782838e-08,3.62110037863372e-05,2.28886012584714e-07,1.31898118096963e-07,-6.15512081253563e-08,3.01367649698503e-07,1.26270248136907e-07,3.73538838058089e-05,-0.0027996511248375
